package,particleSystem,sourceObjectId,emitterCount,reachedObjectCount,moduleClasses,materialReferences,meshReferences,externalReferences,directSourceActionUseCount,sourceActions,actionNames,graphPath
FX_MN_RPCT_05_L,FX_MN_RPCT_05_L.par_l_rpct_05_sk_06_3_loc_chn,FX_MN_RPCT_05_L:export:18019,11,126,distributionfloatparticleparameter ; efdistributionvectormultiplyparticleparameter ; efparticlemodulelocationcirclesurface ; efparticlemodulelocationonground ; particlelodlevel ; particlemodulecameraoffset ; particlemodulecolor ; particlemodulecoloroverlife ; particlemodulecolorscaleoverlife ; particlemodulelifetime ; particlemodulelocation ; particlemodulelocationprimitivecylinder_seeded ; particlemodulemeshrotation ; particlemoduleorientationaxislock ; particlemoduleparameterdynamic ; particlemodulerequired ; particlemodulerotation ; particlemodulesize ; particlemodulesizemultiplylife ; particlemodulespawn ; particlemodulesubuv ; particlemoduletypedatamesh ; particlemodulevelocity ; particlemodulevelocity_seeded ; particlemodulevelocityoverlifetime ; particlespriteemitter ; particlesystem,fx_m_mi_00.fx_mi.fx_d_pa_atta_09_02_ad ; fx_m_mi_00.fx_mi.fx_d_pa_fire_18_01_tr ; fx_m_mi_01.fx_mi.fx_k_me_fd_01_tr_ts ; fx_m_mi_05.fx_m.fx_c_pa_aura_02_tr ; fx_m_mi_05.fx_m.fx_c_pa_smokeseq_03_tr ; fx_m_mi_h_00.fx_m.fx_h_pa_rotgather_01_1_tr ; fx_m_mi_h_00.fx_mi.fx_h_pa_worldoffset_01_3_tr,fx_sm_00.fm_h_halfsphere_01_1,fx_m_mi_00.fx_mi.fx_d_pa_atta_09_02_ad ; fx_m_mi_00.fx_mi.fx_d_pa_fire_18_01_tr ; fx_m_mi_01.fx_mi.fx_k_me_fd_01_tr_ts ; fx_m_mi_05.fx_m.fx_c_pa_aura_02_tr ; fx_m_mi_05.fx_m.fx_c_pa_smokeseq_03_tr ; fx_m_mi_h_00.fx_m.fx_h_pa_rotgather_01_1_tr ; fx_m_mi_h_00.fx_mi.fx_h_pa_worldoffset_01_3_tr ; fx_sm_00.fm_h_halfsphere_01_1,0,,,C:\LostArkExtract\LV_LUT_MIDNIGHTC_ED_20260829\CanonicalSource\Effect\Graphs\LV_LUT_MIDNIGHTC_ED.particle-graph.json\FX_MN_RPCT_05_L.particle-graph.json
FX_MN_RPCT_05_L,FX_MN_RPCT_05_L.par_l_rpct_05_sk_06_3_loc_int,FX_MN_RPCT_05_L:export:18020,11,69,efparticlemodulelocationcirclesurface ; particlelodlevel ; particlemodulecolor ; particlemodulecoloroverlife ; particlemodulecolorscaleoverlife ; particlemodulelifetime ; particlemodulelocationprimitivecylinder_seeded ; particlemoduleparameterdynamic ; particlemodulerequired ; particlemodulesize ; particlemodulesizemultiplylife ; particlemoduletypedatamesh ; particlemodulevelocity_seeded ; particlemodulevelocityoverlifetime ; particlespriteemitter ; particlesystem,fx_m_mi_00.fx_mi.fx_d_pa_atta_09_02_ad ; fx_m_mi_00.fx_mi.fx_d_pa_fire_18_01_tr ; fx_m_mi_01.fx_mi.fx_k_me_fd_01_tr_ts ; fx_m_mi_05.fx_m.fx_c_pa_aura_02_tr ; fx_m_mi_05.fx_m.fx_c_pa_smokeseq_03_tr ; fx_m_mi_h_00.fx_m.fx_h_pa_rotgather_01_1_tr ; fx_m_mi_h_00.fx_mi.fx_h_pa_worldoffset_01_3_tr,fx_sm_00.fm_h_halfsphere_01_1,bfx_high_00.explosion.par_q_isbc_jump_02.efparticlemodulelocationonground_4 ; bfx_high_00.explosion.par_q_isbc_jump_02.particlemoduleorientationaxislock_0 ; bfx_high_00.explosion.par_q_isbc_jump_02.particlemodulesize_14 ; bfx_high_00.explosion.par_q_isbc_jump_02.particlemodulespawn_11 ; bfx_high_00.explosion.par_q_isbc_jump_02.particlemodulesubuv_5 ; bfx_high_01.light.par_j_lighthit_002.particlemodulelocation_0 ; bfx_low_01.explosion.par_g_explosion_02.particlemodulelifetime_12 ; bfx_low_01.explosion.par_g_explosion_02.particlemodulelocation_10 ; bfx_low_01.explosion.par_g_explosion_02.particlemodulelocation_2 ; bfx_low_01.explosion.par_g_explosion_02.particlemodulelocation_4 ; bfx_low_01.explosion.par_g_explosion_02.particlemodulerotation_8 ; bfx_low_01.explosion.par_g_explosion_02.particlemodulevelocity_0 ; bfx_low_05.sparkling.par_h_spark_02.particlemodulesizemultiplylife_1 ; bfx_low_10.dust.par_h_cuttree_02.particlemodulespawn_25 ; bfx_low_10.dust.par_l_dustbust_01.particlemodulelifetime_0 ; bfx_low_13.light.par_d_unseallight_start_01.particlemodulelifetime_3 ; bfx_low_13.light.par_d_unseallight_start_01.particlemoduleorientationaxislock_1 ; bfx_low_14.portal.par_d_portal_local_001.particlemodulerotation_2 ; bfx_low_16.water.par_g_itr_pot01.particlemodulelifetime_6 ; bfx_low_16.water.par_h_fishhook_02.particlemodulerotation_1 ; bfx_low_16.water.par_h_fishhook_02.particlemodulerotation_3 ; bfx_low_16.water.par_h_fishing_s_01.particlemodulelifetime_5 ; fx_bs_00.hit.par_b_mat_metal_001.particlemodulelifetime_9 ; fx_bs_00.hit.par_d_counterspear_hit_01.particlemodulecolor_5 ; fx_bs_00.hit.par_d_prjdead_poison_02_loc_int.particlemodulecameraoffset_0 ; fx_bs_00.hit.par_k_flms_hit_backcri_01.particlemodulesubuv_0 ; fx_bs_00.hit.par_k_mar_dancinghit_02.particlemodulesizemultiplylife_6 ; fx_bs_00.hit.par_x_lpda_hit_01.particlemodulesizemultiplylife_19 ; fx_bs_01.trail.par_d_trail_030.particlemodulecolor_1 ; fx_bs_02.item.par_b_eliteit_001.particlemodulevelocity_8 ; fx_bs_02.item.par_l_carve_01.particlemodulespawn_0 ; fx_bs_02.item.par_l_carvebook_01.particlemodulevelocity_4 ; fx_bs_02.item.par_l_poison_machete_s_01.particlemodulesize_1 ; fx_bs_04.state.par_c_blind_001.particlemodulerotation_0 ; fx_bs_04.state.par_d_buff_firecircle_02_l.particlemodulelifetime_14 ; fx_bs_04.state.par_l_change_01.particlemodulevelocity_2 ; fx_bs_04.state.par_l_elitemn_fastmv_e_01.particlemodulerotation_2 ; fx_bs_04.state.par_o_curv_stack_01_loc_int.particlemodulecolor_21 ; fx_bs_05.prj.par_d_soundnote_prj01.particlemodulerotation_3 ; fx_bs_05.prj.par_g_wind_prj_01.particlemodulesubuv_0 ; fx_bs_05.prj.par_n_shipboom_exp_02.particlemodulesubuv_3 ; fx_bs_05.prj.par_p_tile_58_tree_explo_02.particlemodulespawn_8 ; fx_bs_05.prj.par_t_fireleaf_prj_01.particlemodulemeshrotation_3 ; fx_bs_07.gadget.par_l_paddle_sk02_01.particlemodulesize_51 ; fx_bs_08.buff.par_g_thunder_fury_01.particlemoduleparameterdynamic_16 ; fx_bs_08.buff.par_g_thunder_fury_01.particlemodulesizemultiplylife_14 ; fx_bs_08.buff.par_g_thunder_fury_01.particlemodulevelocityoverlifetime_1 ; fx_bs_08.buff.par_l_abyssbullet_01.particlemodulecolorscaleoverlife_0 ; fx_bs_08.buff.par_r_silencescroll_01.particlemodulesize_32 ; fx_cm_01.explosion.par_h_firebomb_exp_01_01.particlemoduleparameterdynamic_19 ; fx_m_mi_00.fx_mi.fx_d_pa_atta_09_02_ad ; fx_m_mi_00.fx_mi.fx_d_pa_fire_18_01_tr ; fx_m_mi_01.fx_mi.fx_k_me_fd_01_tr_ts ; fx_m_mi_05.fx_m.fx_c_pa_aura_02_tr ; fx_m_mi_05.fx_m.fx_c_pa_smokeseq_03_tr ; fx_m_mi_h_00.fx_m.fx_h_pa_rotgather_01_1_tr ; fx_m_mi_h_00.fx_mi.fx_h_pa_worldoffset_01_3_tr ; fx_mn_blta_00.par_y_blta_sk02_prj01_2.particlemodulecolorscaleoverlife_1 ; fx_mn_boga_00.par_h_boga_10_4.particlemodulesizemultiplylife_1 ; fx_mn_cdkcn_00_s.par_s_cdkcn_00_sk_15_1.particlemodulespawn_31 ; fx_mn_cdkkm_01_v.par_v_cdkkm_roundatt_01.particlemoduleparameterdynamic_0 ; fx_mn_ptcy_01.par_v_ptcy_decal_01.particlemodulecolorscaleoverlife_42 ; fx_sm_00.fm_h_halfsphere_01_1,0,,,C:\LostArkExtract\LV_LUT_MIDNIGHTC_ED_20260829\CanonicalSource\Effect\Graphs\LV_LUT_MIDNIGHTC_ED.particle-graph.json\FX_MN_RPCT_05_L.particle-graph.json
FX_MN_RPCT_05_L,FX_MN_RPCT_05_L.par_l_rpct_05_sk_06_4,FX_MN_RPCT_05_L:export:18021,3,31,particlelodlevel ; particlemodulecameraoffset ; particlemodulecolor ; particlemodulecoloroverlife ; particlemodulecolorscaleoverlife ; particlemodulelifetime ; particlemoduleorientationaxislock ; particlemoduleparameterdynamic ; particlemodulerequired ; particlemodulerotation ; particlemodulesize ; particlemodulesizemultiplylife ; particlemodulespawn ; particlemodulevelocity ; particlespriteemitter ; particlesystem,fx_m_mi_00.fx_mi.fx_a_pa_gl_01_2_ad ; fx_m_mi_01.fx_mi.fx_d_pa_shine_01_05_dt_ad ; fx_m_mi_k_00.fx_mi.fx_k_pa_shine_01_01_ad,,fx_m_mi_00.fx_mi.fx_a_pa_gl_01_2_ad ; fx_m_mi_01.fx_mi.fx_d_pa_shine_01_05_dt_ad ; fx_m_mi_k_00.fx_mi.fx_k_pa_shine_01_01_ad,4,MN_RPCT_05:4219807 ; MN_RPCT_05:4219829 ; MN_RPCT_05:4219830 ; MN_RPCT_05:4219831,세이튼_레이져 쇼_A ; 세이튼_레이져 쇼_B ; 세이튼_레이져 쇼_C ; 세이튼_레이져 쇼_D,C:\LostArkExtract\LV_LUT_MIDNIGHTC_ED_20260829\CanonicalSource\Effect\Graphs\LV_LUT_MIDNIGHTC_ED.particle-graph.json\FX_MN_RPCT_05_L.particle-graph.json
FX_MN_RPCT_05_L,FX_MN_RPCT_05_L.par_l_rpct_05_sk_06_5,FX_MN_RPCT_05_L:export:18022,1,17,particlelodlevel ; particlemodulecolor ; particlemodulecolorscaleoverlife ; particlemodulelifetime ; particlemodulelocation ; particlemodulemeshrotation_seeded ; particlemodulemeshrotationrate_seeded ; particlemoduleparameterdynamic ; particlemodulerequired ; particlemodulesize ; particlemodulesizemultiplylife ; particlemodulespawn ; particlemoduletypedatamesh ; particlemodulevelocity ; particlespriteemitter ; particlesystem,fx_m_mi_01.fx_mi.fx_j_me_floorstrm_01_02_ad,fx_sm_00.fm_d_helix_015_1,fx_m_mi_01.fx_mi.fx_j_me_floorstrm_01_02_ad ; fx_sm_00.fm_d_helix_015_1,14,MN_RPCT_05:4219807 ; MN_RPCT_05:4219829 ; MN_RPCT_05:4219830 ; MN_RPCT_05:4219831 ; MN_RPCT_05:4219832 ; MN_RPCT_05:4219842 ; MN_RPCT_05:4219880 ; MN_RPCT_05:4219881 ; MN_RPCT_05:4219882 ; MN_RPCT_05:4219883 ; MN_RPCT_05:4219888 ; MN_RPCT_05:4219890 ; MN_RPCT_05:42198102 ; MN_RPCT_07:4219961,세이튼_레이져 쇼_A ; 세이튼_레이져 쇼_B ; 세이튼_레이져 쇼_C ; 세이튼_레이져 쇼_D ; 세이튼_진짜를 찾아봐_하트셋트_진짜 공격 ; 세이튼_진짜를 찾아봐_총잡이셋트_진짜 공격 ; 쿠크세이튼_쿠크세이튼과 함께 춤을_4초 ; 쿠크세이튼_쿠크세이튼과 함께 춤을_3초 ; 쿠크세이튼_쿠크세이튼과 함께 춤을_2초 ; 쿠크세이튼_쿠크세이튼과 함께 춤을_2초_B ; 세이튼_진짜를 찾아봐_하트셋트_진짜 공격_리허설 ; 세이튼_진짜를 찾아봐_총잡이셋트_진짜 공격_리허설 ; 쿠크세이튼_메두사 공격,C:\LostArkExtract\LV_LUT_MIDNIGHTC_ED_20260829\CanonicalSource\Effect\Graphs\LV_LUT_MIDNIGHTC_ED.particle-graph.json\FX_MN_RPCT_05_L.particle-graph.json
FX_MN_RPCT_05_L,FX_MN_RPCT_05_L.par_l_rpct_05_sk_06_6,FX_MN_RPCT_05_L:export:18023,13,104,distributionvectorparticleparameter ; distributionvectoruniformrange ; particlelodlevel ; particlemodulebeamtarget ; particlemodulecameraoffset ; particlemodulecolor ; particlemodulecoloroverlife ; particlemodulecolorscaleoverlife ; particlemodulelifetime ; particlemodulelocation ; particlemodulerequired ; particlemodulerotation ; particlemodulesize ; particlemodulesizemultiplylife ; particlemodulespawn ; particlemoduletypedatabeam2 ; particlespriteemitter ; particlesystem,bfx_m_mi_00.bfx_mi.bfx_d_pa_circ_01_01_dt_ad ; fx_m_mi_00.fx_mi.fx_c_pa_lensflare_01_05_ad ; fx_m_mi_01.fx_mi.fx_d_pa_trail_04_1_ad ; fx_m_mi_01.fx_mi.fx_e_pa_fd_07_3_ad ; fx_m_mi_01.fx_mi.fx_k_pa_line_01_01_tr ; fx_m_mi_o_00.fx_mi.fx_o_pa_et_08_1_tr ; fx_m_mi_o_00.fx_mi.fx_o_pa_screwflow_01_7_tr,,bfx_m_mi_00.bfx_mi.bfx_d_pa_circ_01_01_dt_ad ; fx_m_mi_00.fx_mi.fx_c_pa_lensflare_01_05_ad ; fx_m_mi_01.fx_mi.fx_d_pa_trail_04_1_ad ; fx_m_mi_01.fx_mi.fx_e_pa_fd_07_3_ad ; fx_m_mi_01.fx_mi.fx_k_pa_line_01_01_tr ; fx_m_mi_o_00.fx_mi.fx_o_pa_et_08_1_tr ; fx_m_mi_o_00.fx_mi.fx_o_pa_screwflow_01_7_tr,0,,,C:\LostArkExtract\LV_LUT_MIDNIGHTC_ED_20260829\CanonicalSource\Effect\Graphs\LV_LUT_MIDNIGHTC_ED.particle-graph.json\FX_MN_RPCT_05_L.particle-graph.json
FX_MN_RPCT_05_L,FX_MN_RPCT_05_L.par_l_rpct_05_sk_06_7,FX_MN_RPCT_05_L:export:18024,3,27,particlelodlevel ; particlemodulecameraoffset ; particlemodulecoloroverlife ; particlemodulecolorscaleoverlife ; particlemodulelifetime ; particlemodulelocation ; particlemoduleorbit ; particlemoduleorientationaxislock ; particlemodulerequired ; particlemodulerotation ; particlemodulerotation_seeded ; particlemodulesize_seeded ; particlemodulesizemultiplylife ; particlemodulespawn ; particlespriteemitter ; particlesystem,fx_m_mi_02.fx_mi.fx_m_pa_shine_01_3_ad,,fx_m_mi_02.fx_mi.fx_m_pa_shine_01_3_ad,4,MN_RPCT_05:4219807 ; MN_RPCT_05:4219829 ; MN_RPCT_05:4219830 ; MN_RPCT_05:4219831,세이튼_레이져 쇼_A ; 세이튼_레이져 쇼_B ; 세이튼_레이져 쇼_C ; 세이튼_레이져 쇼_D,C:\LostArkExtract\LV_LUT_MIDNIGHTC_ED_20260829\CanonicalSource\Effect\Graphs\LV_LUT_MIDNIGHTC_ED.particle-graph.json\FX_MN_RPCT_05_L.particle-graph.json
FX_MN_RPCT_05_L,FX_MN_RPCT_05_L.par_l_rpct_05_sk_06_8,FX_MN_RPCT_05_L:export:18025,20,151,distributionvectorparticleparameter ; distributionvectoruniformrange ; particlelodlevel ; particlemodulebeamtarget ; particlemodulecameraoffset ; particlemodulecolor ; particlemodulecoloroverlife ; particlemodulecolorscaleoverlife ; particlemodulelifetime ; particlemodulelocation ; particlemodulemeshrotation_seeded ; particlemodulemeshrotationrate_seeded ; particlemoduleparameterdynamic ; particlemodulerequired ; particlemodulerotation ; particlemodulesize ; particlemodulesizemultiplylife ; particlemodulespawn ; particlemoduletypedatabeam2 ; particlemoduletypedatamesh ; particlemodulevelocity ; particlespriteemitter ; particlesystem,bfx_m_mi_00.bfx_mi.bfx_d_pa_circ_01_01_dt_ad ; fx_m_mi_00.fx_mi.fx_c_pa_lensflare_01_05_ad ; fx_m_mi_01.fx_mi.fx_d_pa_trail_04_1_ad ; fx_m_mi_01.fx_mi.fx_e_pa_fd_07_3_ad ; fx_m_mi_01.fx_mi.fx_j_me_floorstrm_01_02_ad ; fx_m_mi_01.fx_mi.fx_k_pa_line_01_01_tr ; fx_m_mi_o_00.fx_mi.fx_o_pa_et_08_1_tr ; fx_m_mi_o_00.fx_mi.fx_o_pa_screwflow_01_7_tr,fx_sm_00.fm_d_helix_015_1,bfx_m_mi_00.bfx_mi.bfx_d_pa_circ_01_01_dt_ad ; fx_m_mi_00.fx_mi.fx_c_pa_lensflare_01_05_ad ; fx_m_mi_01.fx_mi.fx_d_pa_trail_04_1_ad ; fx_m_mi_01.fx_mi.fx_e_pa_fd_07_3_ad ; fx_m_mi_01.fx_mi.fx_j_me_floorstrm_01_02_ad ; fx_m_mi_01.fx_mi.fx_k_pa_line_01_01_tr ; fx_m_mi_o_00.fx_mi.fx_o_pa_et_08_1_tr ; fx_m_mi_o_00.fx_mi.fx_o_pa_screwflow_01_7_tr ; fx_sm_00.fm_d_helix_015_1,4,MN_RPCT_05:4219807 ; MN_RPCT_05:4219829 ; MN_RPCT_05:4219830 ; MN_RPCT_05:4219831,세이튼_레이져 쇼_A ; 세이튼_레이져 쇼_B ; 세이튼_레이져 쇼_C ; 세이튼_레이져 쇼_D,C:\LostArkExtract\LV_LUT_MIDNIGHTC_ED_20260829\CanonicalSource\Effect\Graphs\LV_LUT_MIDNIGHTC_ED.particle-graph.json\FX_MN_RPCT_05_L.particle-graph.json
FX_MN_RPCT_05_L,FX_MN_RPCT_05_L.par_l_rpct_05_sk_06_9_loc_chn,FX_MN_RPCT_05_L:export:18026,18,131,distributionfloatparticleparameter ; efparticlemodulelocationcirclesurface ; efparticlemodulelocationonground ; particlelodlevel ; particlemodulecameraoffset ; particlemodulecolor ; particlemodulecoloroverlife ; particlemodulecolorscaleoverlife ; particlemodulelifetime ; particlemodulelocation ; particlemodulelocationprimitivecylinder ; particlemoduleorientationaxislock ; particlemoduleparameterdynamic ; particlemodulerequired ; particlemodulerotation ; particlemodulesize ; particlemodulesizemultiplylife ; particlemodulespawn ; particlespriteemitter ; particlesystem,bfx_m_mi_00.bfx_m.bfx_i_pa_glow_01_ad ; fx_m_mi_00.fx_m.fx_d_pa_dark_03_tr ; fx_m_mi_02.fx_mi.fx_j_rgbsplit_01_1_ad ; fx_m_mi_03.fx_m.fx_a_pa_ring_01_tr ; fx_m_mi_k_00.fx_mi.fx_k_pa_ninjaflow_01_02_tr ; fx_m_mi_k_00.fx_mi.fx_k_pa_ninjaflow_01_03_tr ; fx_m_mi_l_00.fx_m.fx_l_cardfanshape_01_ts_tr ; fx_m_mi_l_00.fx_m.fx_l_cardfanshape_02_ts_tr ; fx_m_mi_l_00.fx_mi.fx_l_cardfanshape_01_1_ts_tr ; fx_m_mi_l_00.fx_mi.fx_l_cardfanshape_01_2_ts_tr ; fx_m_mi_l_00.fx_mi.fx_l_cardfanshape_01_3_ts_tr,,bfx_m_mi_00.bfx_m.bfx_i_pa_glow_01_ad ; fx_m_mi_00.fx_m.fx_d_pa_dark_03_tr ; fx_m_mi_02.fx_mi.fx_j_rgbsplit_01_1_ad ; fx_m_mi_03.fx_m.fx_a_pa_ring_01_tr ; fx_m_mi_k_00.fx_mi.fx_k_pa_ninjaflow_01_02_tr ; fx_m_mi_k_00.fx_mi.fx_k_pa_ninjaflow_01_03_tr ; fx_m_mi_l_00.fx_m.fx_l_cardfanshape_01_ts_tr ; fx_m_mi_l_00.fx_m.fx_l_cardfanshape_02_ts_tr ; fx_m_mi_l_00.fx_mi.fx_l_cardfanshape_01_1_ts_tr ; fx_m_mi_l_00.fx_mi.fx_l_cardfanshape_01_2_ts_tr ; fx_m_mi_l_00.fx_mi.fx_l_cardfanshape_01_3_ts_tr,0,,,C:\LostArkExtract\LV_LUT_MIDNIGHTC_ED_20260829\CanonicalSource\Effect\Graphs\LV_LUT_MIDNIGHTC_ED.particle-graph.json\FX_MN_RPCT_05_L.particle-graph.json
FX_MN_RPCT_05_L,FX_MN_RPCT_05_L.par_l_rpct_05_sk_06_9_loc_int,FX_MN_RPCT_05_L:export:18027,20,150,distributionfloatparticleparameter ; efparticlemodulelocationcirclesurface ; efparticlemodulelocationonground ; particlelodlevel ; particlemodulecameraoffset ; particlemodulecolor ; particlemodulecoloroverlife ; particlemodulecolorscaleoverlife ; particlemodulelifetime ; particlemodulelocation ; particlemodulelocationprimitivecylinder ; particlemoduleorientationaxislock ; particlemoduleparameterdynamic ; particlemodulerequired ; particlemodulerotation ; particlemodulerotationrate ; particlemodulesize ; particlemodulesizemultiplylife ; particlemodulespawn ; particlespriteemitter ; particlesystem,bfx_m_mi_00.bfx_m.bfx_i_pa_glow_01_ad ; fx_m_mi_00.fx_m.fx_d_pa_dark_03_tr ; fx_m_mi_02.fx_mi.fx_j_rgbsplit_01_1_ad ; fx_m_mi_03.fx_m.fx_a_pa_ring_01_tr ; fx_m_mi_k_00.fx_mi.fx_k_pa_ninjaflow_01_02_tr ; fx_m_mi_k_00.fx_mi.fx_k_pa_ninjaflow_01_03_tr ; fx_m_mi_k_00.fx_mi.fx_k_pa_sineflow_03_02_tr ; fx_m_mi_l_00.fx_m.fx_l_cardfanshape_01_ts_tr ; fx_m_mi_l_00.fx_m.fx_l_cardfanshape_02_ts_tr ; fx_m_mi_l_00.fx_mi.fx_l_cardfanshape_01_1_ts_tr ; fx_m_mi_l_00.fx_mi.fx_l_cardfanshape_01_2_ts_tr ; fx_m_mi_l_00.fx_mi.fx_l_cardfanshape_01_3_ts_tr ; fx_m_mi_l_00.fx_mi.fx_l_pa_ringmaster_01_50_tr,,bfx_m_mi_00.bfx_m.bfx_i_pa_glow_01_ad ; fx_m_mi_00.fx_m.fx_d_pa_dark_03_tr ; fx_m_mi_02.fx_mi.fx_j_rgbsplit_01_1_ad ; fx_m_mi_03.fx_m.fx_a_pa_ring_01_tr ; fx_m_mi_k_00.fx_mi.fx_k_pa_ninjaflow_01_02_tr ; fx_m_mi_k_00.fx_mi.fx_k_pa_ninjaflow_01_03_tr ; fx_m_mi_k_00.fx_mi.fx_k_pa_sineflow_03_02_tr ; fx_m_mi_l_00.fx_m.fx_l_cardfanshape_01_ts_tr ; fx_m_mi_l_00.fx_m.fx_l_cardfanshape_02_ts_tr ; fx_m_mi_l_00.fx_mi.fx_l_cardfanshape_01_1_ts_tr ; fx_m_mi_l_00.fx_mi.fx_l_cardfanshape_01_2_ts_tr ; fx_m_mi_l_00.fx_mi.fx_l_cardfanshape_01_3_ts_tr ; fx_m_mi_l_00.fx_mi.fx_l_pa_ringmaster_01_50_tr,0,,,C:\LostArkExtract\LV_LUT_MIDNIGHTC_ED_20260829\CanonicalSource\Effect\Graphs\LV_LUT_MIDNIGHTC_ED.particle-graph.json\FX_MN_RPCT_05_L.particle-graph.json
FX_MN_RPCT_05_L,FX_MN_RPCT_05_L.par_l_rpct_05_sk_07_1,FX_MN_RPCT_05_L:export:18028,7,85,distributionfloatconstantcurve ; distributionvectoruniformrange ; particlelodlevel ; particlemodulecameraoffset ; particlemodulecolor ; particlemodulecoloroverlife ; particlemodulecolorscaleoverlife ; particlemodulelifetime ; particlemodulelocation ; particlemodulelocationprimitivecylinder ; particlemodulelocationprimitivesphere ; particlemoduleorbit ; particlemoduleparameterdynamic ; particlemodulerequired ; particlemodulerotation ; particlemodulerotationrate ; particlemodulesize ; particlemodulesizemultiplylife ; particlemodulespawn ; particlemodulesubuv ; particlemodulevelocity ; particlespriteemitter ; particlesystem,fx_m_mi_01.fx_m.fx_f_pa_wind_06_tr ; fx_m_mi_01.fx_mi.fx_g_pa_symbol_01_1_tr ; fx_m_mi_05.fx_m.fx_b_pa_cd_02_tr ; fx_m_mi_k_00.fx_mi.fx_k_pa_ninjaflow_01_02_tr ; fx_m_mi_k_00.fx_mi.fx_k_pa_ninjaflow_01_03_tr ; fx_m_mi_l_00.fx_m.fx_l_pa_ghost_01_tr,,fx_m_mi_01.fx_m.fx_f_pa_wind_06_tr ; fx_m_mi_01.fx_mi.fx_g_pa_symbol_01_1_tr ; fx_m_mi_05.fx_m.fx_b_pa_cd_02_tr ; fx_m_mi_k_00.fx_mi.fx_k_pa_ninjaflow_01_02_tr ; fx_m_mi_k_00.fx_mi.fx_k_pa_ninjaflow_01_03_tr ; fx_m_mi_l_00.fx_m.fx_l_pa_ghost_01_tr,8,MN_RPCT_05:4219832 ; MN_RPCT_05:4219880 ; MN_RPCT_05:4219881 ; MN_RPCT_05:4219882 ; MN_RPCT_05:4219883 ; MN_RPCT_05:4219888 ; MN_RPCT_05:42198102 ; MN_RPCT_07:4219961,세이튼_진짜를 찾아봐_하트셋트_진짜 공격 ; 쿠크세이튼_쿠크세이튼과 함께 춤을_4초 ; 쿠크세이튼_쿠크세이튼과 함께 춤을_3초 ; 쿠크세이튼_쿠크세이튼과 함께 춤을_2초 ; 쿠크세이튼_쿠크세이튼과 함께 춤을_2초_B ; 세이튼_진짜를 찾아봐_하트셋트_진짜 공격_리허설 ; 쿠크세이튼_메두사 공격,C:\LostArkExtract\LV_LUT_MIDNIGHTC_ED_20260829\CanonicalSource\Effect\Graphs\LV_LUT_MIDNIGHTC_ED.particle-graph.json\FX_MN_RPCT_05_L.particle-graph.json
FX_MN_RPCT_05_L,FX_MN_RPCT_05_L.par_l_rpct_05_sk_07_10_loc_chn,FX_MN_RPCT_05_L:export:18029,3,36,particlelodlevel ; particlemodulecolor ; particlemodulecoloroverlife ; particlemodulecolorscaleoverlife ; particlemodulelifetime ; particlemodulelocation ; particlemodulelocationprimitivecylinder ; particlemoduleparameterdynamic ; particlemodulerequired ; particlemodulerotation ; particlemodulerotation_seeded ; particlemodulesize ; particlemodulesizemultiplylife ; particlemodulespawn ; particlemodulevelocity ; particlespriteemitter ; particlesystem,fx_m_mi_01.fx_mi.fx_o_pa_sy_love_01_1_tr ; fx_m_mi_k_00.fx_mi.fx_k_pa_ninjaflow_01_01_tr,,fx_m_mi_01.fx_mi.fx_o_pa_sy_love_01_1_tr ; fx_m_mi_k_00.fx_mi.fx_k_pa_ninjaflow_01_01_tr,0,,,C:\LostArkExtract\LV_LUT_MIDNIGHTC_ED_20260829\CanonicalSource\Effect\Graphs\LV_LUT_MIDNIGHTC_ED.particle-graph.json\FX_MN_RPCT_05_L.particle-graph.json
FX_MN_RPCT_05_L,FX_MN_RPCT_05_L.par_l_rpct_05_sk_07_10_loc_int,FX_MN_RPCT_05_L:export:18030,3,36,particlelodlevel ; particlemodulecolor ; particlemodulecoloroverlife ; particlemodulecolorscaleoverlife ; particlemodulelifetime ; particlemodulelocation ; particlemodulelocationprimitivecylinder ; particlemoduleparameterdynamic ; particlemodulerequired ; particlemodulerotation ; particlemodulerotation_seeded ; particlemodulesize ; particlemodulesizemultiplylife ; particlemodulespawn ; particlemodulevelocity ; particlespriteemitter ; particlesystem,fx_m_mi_01.fx_mi.fx_o_pa_sy_love_01_1_tr ; fx_m_mi_k_00.fx_mi.fx_k_pa_ninjaflow_01_01_tr,,fx_m_mi_01.fx_mi.fx_o_pa_sy_love_01_1_tr ; fx_m_mi_k_00.fx_mi.fx_k_pa_ninjaflow_01_01_tr,5,MN_RPCT_05:4219832 ; MN_RPCT_05:4219880 ; MN_RPCT_05:4219881 ; MN_RPCT_05:4219882 ; MN_RPCT_05:4219883,세이튼_진짜를 찾아봐_하트셋트_진짜 공격 ; 쿠크세이튼_쿠크세이튼과 함께 춤을_4초 ; 쿠크세이튼_쿠크세이튼과 함께 춤을_3초 ; 쿠크세이튼_쿠크세이튼과 함께 춤을_2초 ; 쿠크세이튼_쿠크세이튼과 함께 춤을_2초_B,C:\LostArkExtract\LV_LUT_MIDNIGHTC_ED_20260829\CanonicalSource\Effect\Graphs\LV_LUT_MIDNIGHTC_ED.particle-graph.json\FX_MN_RPCT_05_L.particle-graph.json
