package,particleSystem,sourceObjectId,emitterCount,reachedObjectCount,moduleClasses,materialReferences,meshReferences,externalReferences,directSourceActionUseCount,sourceActions,actionNames,graphPath
FX_MN_RPCT_06_X,FX_MN_RPCT_06_X.par_x_rpct_wp_01_02_loc_int,FX_MN_RPCT_06_X:export:5617,1,12,particlelodlevel ; particlemodulecolor ; particlemodulecolorscaleoverlife ; particlemodulelifetime ; particlemodulemeshrotation ; particlemoduleparameterdynamic ; particlemodulerequired ; particlemodulesize ; particlemodulespawn ; particlemoduletypedatamesh ; particlespriteemitter ; particlesystem,fx_m_mi_x_00.fx_mi.fx_x_me_fresnel_01_01_tr,fx_sm_01.fm_x_wp_001,fx_m_mi_x_00.fx_mi.fx_x_me_fresnel_01_01_tr ; fx_sm_01.fm_x_wp_001,15,MN_RPCT_06:4221814 ; MN_RPCT_06:4221818 ; MN_RPCT_06:4221819 ; MN_RPCT_06:4221820 ; MN_RPCT_06:4221823 ; MN_RPCT_06:4221824 ; MN_RPCT_06:4221825 ; MN_RPCT_06:4221826 ; MN_RPCT_06:4221827 ; MN_RPCT_06:4221832 ; MN_RPCT_06:4221833 ; MN_RPCT_06:4221834 ; MN_RPCT_06:4221835 ; MN_RPCT_06:4221836 ; MN_RPCT_06:4221837,대형 세이튼_기 모아서 내려찍기 ; 대형 세이튼_기모아서 내려찍기_카드 찾기 ; 대형 세이튼_기모아서 내려찍기_대폭발 ; 대형 세이튼_카드뒤집기_중거리 ; 대형 세이튼_카드뒤집기_근거리 ; 대형 세이튼_카드뒤집기_원거리 ; 대형 세이튼_카드뒤집기_근거리_타겟없을때 ; 대형 세이튼_카드뒤집기_중거리_타겟없음 ; 대형 세이튼_카드뒤집기_원거리_타겟없음 ; 대형 세이튼_카드뒤집기_중거리_헬모드 ; 대형 세이튼_카드뒤집기_근거리_헬모드 ; 대형 세이튼_카드뒤집기_원거리_헬모드 ; 대형 세이튼_카드뒤집기_근거리_타겟없을때_헬모드 ; 대형 세이튼_카드뒤집기_중거리_타겟없음_헬모드 ; 대형 세이튼_카드뒤집기_원거리_타겟없음_헬모드,C:\LostArkExtract\LV_LUT_MIDNIGHTC_ED_20260829\CanonicalSource\Effect\Graphs\LV_LUT_MIDNIGHTC_ED.particle-graph.json\FX_MN_RPCT_06_X.particle-graph.json
FX_MN_RPCT_07_D,FX_MN_RPCT_07_D.par_d_boim_buff01_02l,FX_MN_RPCT_07_D:export:1030,1,5,particlelodlevel ; particlemodulerequired ; particlemoduletypedatamesh ; particlespriteemitter ; particlesystem,mn_boim_00.mat.mn_boim_00_mi_dead,mn_boim_00.mesh.fx_d_boim_00,bfx_high_00.explosion.par_q_isbc_jump_02.particlemodulespawn_11 ; fx_bs_02.item.par_c_it_epic_004.particlemodulelifetime_5 ; fx_bs_02.item.par_l_machete_s_01.particlemodulesize_7 ; mn_boim_00.mat.mn_boim_00_mi_dead ; mn_boim_00.mesh.fx_d_boim_00,0,,,C:\LostArkExtract\LV_LUT_MIDNIGHTC_ED_20260829\CanonicalSource\Effect\Graphs\LV_LUT_MIDNIGHTC_ED.particle-graph.json\FX_MN_RPCT_07_D.particle-graph.json
FX_MN_RPCT_07_D,FX_MN_RPCT_07_D.par_d_boim_buff01_03e_loc_chn,FX_MN_RPCT_07_D:export:1031,8,100,distributionfloatconstantcurve ; particlelodlevel ; particlemoduleacceleration ; particlemodulecameraoffset ; particlemodulecolor ; particlemodulecoloroverlife ; particlemodulecolorscaleoverlife ; particlemodulelifetime ; particlemodulelocation ; particlemodulelocationprimitivecylinder ; particlemodulemeshrotation ; particlemodulemeshrotationrate ; particlemoduleorbit ; particlemoduleorientationaxislock ; particlemoduleparameterdynamic ; particlemodulerequired ; particlemodulerotation ; particlemodulerotationrate ; particlemodulesize ; particlemodulesizemultiplylife ; particlemodulesizemultiplyvelocity ; particlemodulespawn ; particlemodulesubuv ; particlemoduletypedatamesh ; particlemodulevelocity ; particlemodulevelocityoverlifetime ; particlespriteemitter ; particlesystem,bfx_m_mi_00.bfx_m.bfx_d_pa_circ_02_ad_dt ; fx_m_mi_00.fx_m.fx_a_pa_firework_01_ad ; fx_m_mi_00.fx_mi.fx_d_me_master_01_021_ma ; fx_m_mi_01.fx_m.fx_f_pa_wind_05_tr ; fx_m_mi_01.fx_mi.fx_e_pa_ht_17_1_ad ; fx_m_mi_02.fx_mi.fx_d_pa_sqc_01_10_dt_tr ; fx_m_mi_03.fx_mi.fx_d_pa_ring_07_35_tr,fx_sm_00.fm_a_broken_012 ; fx_sm_00.fm_a_broken_013,bfx_m_mi_00.bfx_m.bfx_d_pa_circ_02_ad_dt ; fx_m_mi_00.fx_m.fx_a_pa_firework_01_ad ; fx_m_mi_00.fx_mi.fx_d_me_master_01_021_ma ; fx_m_mi_01.fx_m.fx_f_pa_wind_05_tr ; fx_m_mi_01.fx_mi.fx_e_pa_ht_17_1_ad ; fx_m_mi_02.fx_mi.fx_d_pa_sqc_01_10_dt_tr ; fx_m_mi_03.fx_mi.fx_d_pa_ring_07_35_tr ; fx_sm_00.fm_a_broken_012 ; fx_sm_00.fm_a_broken_013,0,,,C:\LostArkExtract\LV_LUT_MIDNIGHTC_ED_20260829\CanonicalSource\Effect\Graphs\LV_LUT_MIDNIGHTC_ED.particle-graph.json\FX_MN_RPCT_07_D.particle-graph.json
FX_MN_RPCT_07_D,FX_MN_RPCT_07_D.par_d_boim_buff01_03e_loc_int,FX_MN_RPCT_07_D:export:1032,8,57,distributionfloatconstantcurve ; distributionvectorparticleparameter ; particlelodlevel ; particlemodulecolor ; particlemodulecoloroverlife ; particlemodulecolorscaleoverlife ; particlemodulelocationprimitivecylinder ; particlemodulemeshrotationrate ; particlemoduleorbit ; particlemodulerequired ; particlemodulesize ; particlemodulesizemultiplylife ; particlemodulesizemultiplyvelocity ; particlemoduletypedatamesh ; particlemodulevelocity ; particlemodulevelocityoverlifetime ; particlespriteemitter ; particlesystem,bfx_m_mi_00.bfx_m.bfx_d_pa_circ_02_ad_dt ; fx_m_mi_00.fx_m.fx_a_pa_firework_01_ad ; fx_m_mi_00.fx_mi.fx_d_me_master_01_021_ma ; fx_m_mi_01.fx_m.fx_f_pa_wind_05_tr ; fx_m_mi_01.fx_mi.fx_e_pa_ht_17_1_ad ; fx_m_mi_02.fx_mi.fx_d_pa_sqc_01_10_dt_tr ; fx_m_mi_03.fx_mi.fx_d_pa_ring_07_35_tr,fx_sm_00.fm_a_broken_012 ; fx_sm_00.fm_a_broken_013,bfx_high_00.explosion.par_q_isbc_jump_02.particlemodulelifetime_6 ; bfx_high_00.explosion.par_q_isbc_jump_02.particlemodulelocation_10 ; bfx_high_00.explosion.par_q_isbc_jump_02.particlemoduleorientationaxislock_0 ; bfx_high_00.explosion.par_q_isbc_jump_02.particlemodulerotation_15 ; bfx_high_00.explosion.par_q_isbc_jump_02.particlemodulerotation_2 ; bfx_high_00.explosion.par_q_isbc_jump_02.particlemodulespawn_11 ; bfx_low_01.explosion.par_g_explosion_02.particlemodulelifetime_12 ; bfx_low_01.explosion.par_g_explosion_02.particlemodulemeshrotation_0 ; bfx_low_05.sparkling.par_h_spark_03.particlemodulelifetime_0 ; bfx_low_05.sparkling.par_h_spark_03.particlemodulesubuv_0 ; bfx_low_10.dust.par_h_cuttree_02.particlemodulespawn_25 ; bfx_low_13.light.par_d_unseallight_start_01.particlemoduleorientationaxislock_1 ; bfx_low_16.water.par_h_fishhook_02.particlemodulerotation_3 ; bfx_low_16.water.par_h_fishing_s_01.particlemodulelocation_0 ; bfx_m_mi_00.bfx_m.bfx_d_pa_circ_02_ad_dt ; fx_bs_00.hit.par_b_hitgun_default_001.particlemoduleacceleration_8 ; fx_bs_00.hit.par_c_darkbomb_h_01.particlemodulelifetime_14 ; fx_bs_00.hit.par_d_backattackhit_01.particlemodulespawn_6 ; fx_bs_00.hit.par_d_msr_backattack_01.particlemodulesize_9 ; fx_bs_00.hit.par_e_hitblack_03.particlemodulespawn_4 ; fx_bs_00.hit.par_e_hitdefault_01.particlemodulesize_2 ; fx_bs_00.hit.par_j_swp_defaultback_01.particlemodulecolorscaleoverlife_21 ; fx_bs_00.hit.par_j_whkf_holypower_exp_01.particlemodulelifetime_5 ; fx_bs_00.hit.par_k_mar_dancinghit_02.particlemodulerotationrate_0 ; fx_bs_02.item.par_l_interarch_01.particlemoduleorientationaxislock_0 ; fx_bs_03.mark.par_d_ddm_circlearea_01.particlemodulespawn_21 ; fx_bs_03.mark.par_d_ocnpicking_01.particlemodulelifetime_8 ; fx_bs_04.state.par_d_hawkclaw_01.particlemodulecolorscaleoverlife_0 ; fx_bs_04.state.par_l_lifespeedup_s_02.particlemodulesize_15 ; fx_bs_05.prj.par_g_magic_light_01.particlemodulesizemultiplylife_34 ; fx_bs_05.prj.par_g_rainbowpowder_01.particlemoduleparameterdynamic_8 ; fx_bs_05.prj.par_p_tile_04_explo_03.particlemodulevelocity_7 ; fx_bs_07.gadget.par_l_hammer_sk_02.particlemodulecolorscaleoverlife_15 ; fx_bs_07.gadget.par_l_hammer_sk_02.particlemodulesizemultiplylife_9 ; fx_bs_07.gadget.par_l_rifle_sk04_03.particlemoduleparameterdynamic_30 ; fx_bs_08.buff.par_d_voyage_firering_01.particlemodulespawn_10 ; fx_bs_08.buff.par_g_buff_quest_yozillusion_01.particlemodulevelocity_11 ; fx_bs_08.par_w_event_dig_success_00.particlemodulecameraoffset_6 ; fx_cm_01.explosion.par_e_dragonrisebomb_01_1.particlemodulesizemultiplylife_17 ; fx_cm_03.spawn.par_d_spawn_010.particlemodulecolor_8 ; fx_cm_03.spawn.par_d_spawn_010.particlemodulecoloroverlife_0 ; fx_cm_03.spawn.par_d_spawn_010.particlemoduleparameterdynamic_1 ; fx_cm_03.spawn.par_d_spawn_010.particlemodulesizemultiplylife_1 ; fx_cm_03.spawn.par_d_spawn_010.particlemodulesubuv_0 ; fx_m_mi_00.fx_m.fx_a_pa_firework_01_ad ; fx_m_mi_00.fx_mi.fx_d_me_master_01_021_ma ; fx_m_mi_01.fx_m.fx_f_pa_wind_05_tr ; fx_m_mi_01.fx_mi.fx_e_pa_ht_17_1_ad ; fx_m_mi_02.fx_mi.fx_d_pa_sqc_01_10_dt_tr ; fx_m_mi_03.fx_mi.fx_d_pa_ring_07_35_tr ; fx_mn_isms_07.par_r_isms_07_sk_01_03.particlemodulelifetime_22 ; fx_sm_00.fm_a_broken_012 ; fx_sm_00.fm_a_broken_013,0,,,C:\LostArkExtract\LV_LUT_MIDNIGHTC_ED_20260829\CanonicalSource\Effect\Graphs\LV_LUT_MIDNIGHTC_ED.particle-graph.json\FX_MN_RPCT_07_D.particle-graph.json
FX_MN_RPCT_07_D,FX_MN_RPCT_07_D.par_d_ppcc00_buff01_02l,FX_MN_RPCT_07_D:export:1033,2,8,particlelodlevel ; particlemodulecolorscaleoverlife ; particlemoduleparameterdynamic ; particlemodulerequired ; particlespriteemitter ; particlesystem,fx_m_mi_d_00.fx_m.fx_d_pa_timework_01_tr,,bfx_low_01.explosion.par_g_explosion_02.particlemodulespawn_23 ; fx_bs_02.item.par_c_it_hero_004.particlemoduleorientationaxislock_1 ; fx_bs_02.item.par_d_it_lucky2_001.particlemodulesize_8 ; fx_bs_03.mark.par_d_mon_ui_005_pr_loc_int.particlemodulecolor_5 ; fx_bs_04.state.par_d_3rdexmove_01.particlemodulecolor_0 ; fx_bs_04.state.par_d_burststack_new_01.particlemodulelocation_0 ; fx_bs_05.prj.par_l_02484_exp_01.particlemodulelocation_3 ; fx_bs_08.buff.par_k_rraf_gagebuff_cast_01.particlemodulelifetime_1 ; fx_cm_04.quest.par_n_quest_heartbeat_01.particlemodulerotation_18 ; fx_m_mi_d_00.fx_m.fx_d_pa_timework_01_tr,0,,,C:\LostArkExtract\LV_LUT_MIDNIGHTC_ED_20260829\CanonicalSource\Effect\Graphs\LV_LUT_MIDNIGHTC_ED.particle-graph.json\FX_MN_RPCT_07_D.particle-graph.json
FX_MN_RPCT_07_D,FX_MN_RPCT_07_D.par_d_rpct05_df01_loc_chn,FX_MN_RPCT_07_D:export:1034,8,42,particlelodlevel ; particlemodulecolor ; particlemodulelifetime ; particlemodulelocation ; particlemodulemeshrotation ; particlemodulerequired ; particlemodulesize ; particlemodulespawn ; particlemoduletypedatamesh ; particlemodulevelocity ; particlemodulevelocityoverlifetime ; particlespriteemitter ; particlesystem,mn_rpct_05.mat.mn_rpct_05-4_mi,mn_rpct_05.mesh.mn_rpct_05_01 ; mn_rpct_05.mesh.mn_rpct_05_02 ; mn_rpct_05.mesh.mn_rpct_05_03 ; mn_rpct_05.mesh.mn_rpct_05_04,mn_rpct_05.mat.mn_rpct_05-4_mi ; mn_rpct_05.mesh.mn_rpct_05_01 ; mn_rpct_05.mesh.mn_rpct_05_02 ; mn_rpct_05.mesh.mn_rpct_05_03 ; mn_rpct_05.mesh.mn_rpct_05_04,0,,,C:\LostArkExtract\LV_LUT_MIDNIGHTC_ED_20260829\CanonicalSource\Effect\Graphs\LV_LUT_MIDNIGHTC_ED.particle-graph.json\FX_MN_RPCT_07_D.particle-graph.json
FX_MN_RPCT_07_D,FX_MN_RPCT_07_D.par_d_rpct05_df01_loc_int,FX_MN_RPCT_07_D:export:1035,8,42,particlelodlevel ; particlemodulecolor ; particlemodulelifetime ; particlemodulelocation ; particlemodulemeshrotation ; particlemodulerequired ; particlemodulesize ; particlemodulespawn ; particlemoduletypedatamesh ; particlemodulevelocity ; particlemodulevelocityoverlifetime ; particlespriteemitter ; particlesystem,mn_rpct_05.mat.mn_rpct_05-4_mi,mn_rpct_05.mesh.mn_rpct_05_01 ; mn_rpct_05.mesh.mn_rpct_05_02 ; mn_rpct_05.mesh.mn_rpct_05_03 ; mn_rpct_05.mesh.mn_rpct_05_04,mn_rpct_05.mat.mn_rpct_05-4_mi ; mn_rpct_05.mesh.mn_rpct_05_01 ; mn_rpct_05.mesh.mn_rpct_05_02 ; mn_rpct_05.mesh.mn_rpct_05_03 ; mn_rpct_05.mesh.mn_rpct_05_04,0,,,C:\LostArkExtract\LV_LUT_MIDNIGHTC_ED_20260829\CanonicalSource\Effect\Graphs\LV_LUT_MIDNIGHTC_ED.particle-graph.json\FX_MN_RPCT_07_D.particle-graph.json
FX_MN_RPCT_07_D,FX_MN_RPCT_07_D.par_d_rpct07_buff01,FX_MN_RPCT_07_D:export:1036,7,29,particlelodlevel ; particlemodulecoloroverlife ; particlemodulecolorscaleoverlife ; particlemoduleparameterdynamic ; particlemodulerequired ; particlemodulesizemultiplylife ; particlemodulespawn ; particlespriteemitter ; particlesystem,fx_m_mi_00.fx_mi.fx_b_pa_gl_01_3_ad ; fx_m_mi_00.fx_mi.fx_b_pa_ri_01_1_ad ; fx_m_mi_00.fx_mi.fx_d_pa_glow_01_02_ad ; fx_m_mi_00.fx_mi.fx_d_pa_master_01_097_tr ; fx_m_mi_00.fx_mi.fx_d_pa_master_01_099_tr,,bfx_low_01.explosion.par_g_explosion_02.particlemodulespawn_23 ; fx_bs_02.item.par_c_it_hero_004.particlemodulelifetime_3 ; fx_bs_02.item.par_c_it_hero_004.particlemodulesize_2 ; fx_bs_02.item.par_d_it_lucky2_001.particlemodulelifetime_8 ; fx_bs_02.item.par_d_it_lucky2_005.particlemodulesize_28 ; fx_bs_02.item.par_d_it_lucky_001.particlemodulelocation_11 ; fx_bs_03.mark.par_d_mon_ui_005_pr_loc_int.particlemodulecolor_5 ; fx_bs_03.mark.par_d_summontarget_01_loc_int.particlemodulesize_0 ; fx_bs_04.state.par_d_gdhf_ability01_01.particlemodulelifetime_5 ; fx_bs_08.buff.par_d_pvpbalance_01.particlemodulerotation_3 ; fx_bs_08.buff.par_g_buff_lostsurvival_destination_04.particlemodulesubuv_3 ; fx_bs_08.buff.par_r_permission_end_01.particlemodulesize_8 ; fx_cm_04.quest.par_d_quest_fishingsuccess_01.particlemodulecolorscaleoverlife_2 ; fx_esther_dbl_00.par_t_dbl_azena_s_01.particlemodulesize_301 ; fx_esther_dpwi_00.par_n_dpwi_spawn_05.particlemodulesizemultiplylife_1 ; fx_m_mi_00.fx_mi.fx_b_pa_gl_01_3_ad ; fx_m_mi_00.fx_mi.fx_b_pa_ri_01_1_ad ; fx_m_mi_00.fx_mi.fx_d_pa_glow_01_02_ad ; fx_m_mi_00.fx_mi.fx_d_pa_master_01_097_tr ; fx_m_mi_00.fx_mi.fx_d_pa_master_01_099_tr,0,,,C:\LostArkExtract\LV_LUT_MIDNIGHTC_ED_20260829\CanonicalSource\Effect\Graphs\LV_LUT_MIDNIGHTC_ED.particle-graph.json\FX_MN_RPCT_07_D.particle-graph.json
FX_MN_RPCT_07_D,FX_MN_RPCT_07_D.par_d_rpct07_buff02,FX_MN_RPCT_07_D:export:1037,7,30,particlelodlevel ; particlemodulecoloroverlife ; particlemodulecolorscaleoverlife ; particlemoduleparameterdynamic ; particlemodulerequired ; particlemodulesizemultiplylife ; particlemodulespawn ; particlespriteemitter ; particlesystem,fx_m_mi_00.fx_mi.fx_b_pa_gl_01_3_ad ; fx_m_mi_00.fx_mi.fx_b_pa_ri_01_1_ad ; fx_m_mi_00.fx_mi.fx_d_pa_glow_01_02_ad ; fx_m_mi_00.fx_mi.fx_d_pa_master_01_097_tr ; fx_m_mi_00.fx_mi.fx_d_pa_master_01_098_tr,,bfx_low_01.explosion.par_g_explosion_02.particlemodulespawn_23 ; fx_bs_02.item.par_c_it_hero_004.particlemodulelifetime_3 ; fx_bs_02.item.par_c_it_hero_004.particlemodulesize_2 ; fx_bs_02.item.par_d_it_lucky2_001.particlemodulelifetime_8 ; fx_bs_02.item.par_d_it_lucky2_001.particlemodulerotation_4 ; fx_bs_02.item.par_d_it_lucky2_005.particlemodulesize_28 ; fx_bs_02.item.par_d_it_lucky_001.particlemodulelocation_11 ; fx_bs_03.mark.par_d_mon_ui_005_pr_loc_int.particlemodulecolor_5 ; fx_bs_03.mark.par_d_summontarget_01_loc_int.particlemodulesize_0 ; fx_bs_04.state.par_d_gdhf_ability01_01.particlemodulelifetime_5 ; fx_bs_08.buff.par_d_pvpbalance_01.particlemodulerotation_3 ; fx_bs_08.buff.par_n_battlefield_appetite_2_03.particlemodulesubuv_4 ; fx_bs_08.buff.par_r_permission_end_01.particlemodulesize_8 ; fx_esther_dbl_00.par_t_dbl_azena_s_01.particlemodulesize_301 ; fx_esther_dpwi_00.par_n_dpwi_spawn_05.particlemodulesizemultiplylife_1 ; fx_m_mi_00.fx_mi.fx_b_pa_gl_01_3_ad ; fx_m_mi_00.fx_mi.fx_b_pa_ri_01_1_ad ; fx_m_mi_00.fx_mi.fx_d_pa_glow_01_02_ad ; fx_m_mi_00.fx_mi.fx_d_pa_master_01_097_tr ; fx_m_mi_00.fx_mi.fx_d_pa_master_01_098_tr,0,,,C:\LostArkExtract\LV_LUT_MIDNIGHTC_ED_20260829\CanonicalSource\Effect\Graphs\LV_LUT_MIDNIGHTC_ED.particle-graph.json\FX_MN_RPCT_07_D.particle-graph.json
FX_MN_RPCT_07_D,FX_MN_RPCT_07_D.par_d_rpct07_buff03,FX_MN_RPCT_07_D:export:1038,7,30,particlelodlevel ; particlemodulecoloroverlife ; particlemodulecolorscaleoverlife ; particlemoduleparameterdynamic ; particlemodulerequired ; particlemodulesizemultiplylife ; particlemodulespawn ; particlespriteemitter ; particlesystem,fx_m_mi_00.fx_mi.fx_b_pa_gl_01_3_ad ; fx_m_mi_00.fx_mi.fx_b_pa_ri_01_1_ad ; fx_m_mi_00.fx_mi.fx_d_pa_glow_01_02_ad ; fx_m_mi_00.fx_mi.fx_d_pa_master_01_097_tr ; fx_m_mi_00.fx_mi.fx_d_pa_master_01_098_tr,,bfx_low_01.explosion.par_g_explosion_02.particlemodulespawn_23 ; fx_bs_02.item.par_c_it_hero_004.particlemodulelifetime_3 ; fx_bs_02.item.par_c_it_hero_004.particlemodulesize_2 ; fx_bs_02.item.par_d_it_lucky2_001.particlemodulelifetime_8 ; fx_bs_02.item.par_d_it_lucky2_001.particlemodulerotation_4 ; fx_bs_02.item.par_d_it_lucky2_005.particlemodulesize_28 ; fx_bs_02.item.par_d_it_lucky_001.particlemodulelocation_11 ; fx_bs_03.mark.par_d_mon_ui_005_pr_loc_int.particlemodulecolor_5 ; fx_bs_03.mark.par_d_summontarget_01_loc_int.particlemodulesize_0 ; fx_bs_04.state.par_d_gdhf_ability01_01.particlemodulelifetime_5 ; fx_bs_08.buff.par_d_pvpbalance_01.particlemodulerotation_3 ; fx_bs_08.buff.par_g_buff_lostsurvival_destination_01.particlemodulesubuv_0 ; fx_bs_08.buff.par_r_permission_end_01.particlemodulesize_8 ; fx_esther_dbl_00.par_t_dbl_azena_s_01.particlemodulesize_301 ; fx_esther_dpwi_00.par_n_dpwi_spawn_05.particlemodulesizemultiplylife_1 ; fx_m_mi_00.fx_mi.fx_b_pa_gl_01_3_ad ; fx_m_mi_00.fx_mi.fx_b_pa_ri_01_1_ad ; fx_m_mi_00.fx_mi.fx_d_pa_glow_01_02_ad ; fx_m_mi_00.fx_mi.fx_d_pa_master_01_097_tr ; fx_m_mi_00.fx_mi.fx_d_pa_master_01_098_tr,0,,,C:\LostArkExtract\LV_LUT_MIDNIGHTC_ED_20260829\CanonicalSource\Effect\Graphs\LV_LUT_MIDNIGHTC_ED.particle-graph.json\FX_MN_RPCT_07_D.particle-graph.json
FX_MN_RPCT_07_D,FX_MN_RPCT_07_D.par_d_rpct07_buff04,FX_MN_RPCT_07_D:export:1039,7,30,particlelodlevel ; particlemodulecoloroverlife ; particlemodulecolorscaleoverlife ; particlemoduleparameterdynamic ; particlemodulerequired ; particlemodulesizemultiplylife ; particlemodulespawn ; particlespriteemitter ; particlesystem,fx_m_mi_00.fx_mi.fx_b_pa_gl_01_3_ad ; fx_m_mi_00.fx_mi.fx_b_pa_ri_01_1_ad ; fx_m_mi_00.fx_mi.fx_d_pa_glow_01_02_ad ; fx_m_mi_00.fx_mi.fx_d_pa_master_01_097_tr ; fx_m_mi_00.fx_mi.fx_d_pa_master_01_098_tr,,bfx_low_01.explosion.par_g_explosion_02.particlemodulespawn_23 ; fx_bs_02.item.par_c_it_hero_004.particlemodulelifetime_3 ; fx_bs_02.item.par_c_it_hero_004.particlemodulesize_2 ; fx_bs_02.item.par_d_it_lucky2_001.particlemodulelifetime_8 ; fx_bs_02.item.par_d_it_lucky2_001.particlemodulerotation_4 ; fx_bs_02.item.par_d_it_lucky2_005.particlemodulesize_28 ; fx_bs_02.item.par_d_it_lucky_001.particlemodulelocation_11 ; fx_bs_03.mark.par_d_mon_ui_005_pr_loc_int.particlemodulecolor_5 ; fx_bs_03.mark.par_d_summontarget_01_loc_int.particlemodulesize_0 ; fx_bs_04.state.par_d_gdhf_ability01_01.particlemodulelifetime_5 ; fx_bs_08.buff.par_d_pvpbalance_01.particlemodulerotation_3 ; fx_bs_08.buff.par_g_buff_lostsurvival_destination_03.particlemodulesubuv_2 ; fx_bs_08.buff.par_r_permission_end_01.particlemodulesize_8 ; fx_esther_dbl_00.par_t_dbl_azena_s_01.particlemodulesize_301 ; fx_esther_dpwi_00.par_n_dpwi_spawn_05.particlemodulesizemultiplylife_1 ; fx_m_mi_00.fx_mi.fx_b_pa_gl_01_3_ad ; fx_m_mi_00.fx_mi.fx_b_pa_ri_01_1_ad ; fx_m_mi_00.fx_mi.fx_d_pa_glow_01_02_ad ; fx_m_mi_00.fx_mi.fx_d_pa_master_01_097_tr ; fx_m_mi_00.fx_mi.fx_d_pa_master_01_098_tr,0,,,C:\LostArkExtract\LV_LUT_MIDNIGHTC_ED_20260829\CanonicalSource\Effect\Graphs\LV_LUT_MIDNIGHTC_ED.particle-graph.json\FX_MN_RPCT_07_D.particle-graph.json
FX_MN_RPCT_07_D,FX_MN_RPCT_07_D.par_d_rpct07_buff05,FX_MN_RPCT_07_D:export:1040,5,32,particlelodlevel ; particlemodulecolor ; particlemodulecoloroverlife ; particlemodulecolorscaleoverlife ; particlemodulelifetime ; particlemodulelocation ; particlemoduleparameterdynamic ; particlemodulerequired ; particlemodulesize ; particlemodulesizemultiplylife ; particlemodulespawn ; particlemodulesubuv ; particlespriteemitter ; particlesystem,fx_m_mi_00.fx_mi.fx_d_pa_glow_01_02_ad ; fx_m_mi_00.fx_mi.fx_d_pa_master_01_097_tr ; fx_m_mi_00.fx_mi.fx_d_pa_master_01_099_tr,,fx_m_mi_00.fx_mi.fx_d_pa_glow_01_02_ad ; fx_m_mi_00.fx_mi.fx_d_pa_master_01_097_tr ; fx_m_mi_00.fx_mi.fx_d_pa_master_01_099_tr,0,,,C:\LostArkExtract\LV_LUT_MIDNIGHTC_ED_20260829\CanonicalSource\Effect\Graphs\LV_LUT_MIDNIGHTC_ED.particle-graph.json\FX_MN_RPCT_07_D.particle-graph.json
FX_MN_RPCT_07_D,FX_MN_RPCT_07_D.par_d_rpct07_buff06,FX_MN_RPCT_07_D:export:1041,5,32,particlelodlevel ; particlemodulecolor ; particlemodulecoloroverlife ; particlemodulecolorscaleoverlife ; particlemodulelifetime ; particlemodulelocation ; particlemoduleparameterdynamic ; particlemodulerequired ; particlemodulesize ; particlemodulesizemultiplylife ; particlemodulespawn ; particlemodulesubuv ; particlespriteemitter ; particlesystem,fx_m_mi_00.fx_mi.fx_d_pa_glow_01_02_ad ; fx_m_mi_00.fx_mi.fx_d_pa_master_01_097_tr ; fx_m_mi_00.fx_mi.fx_d_pa_master_01_099_tr,,fx_m_mi_00.fx_mi.fx_d_pa_glow_01_02_ad ; fx_m_mi_00.fx_mi.fx_d_pa_master_01_097_tr ; fx_m_mi_00.fx_mi.fx_d_pa_master_01_099_tr,0,,,C:\LostArkExtract\LV_LUT_MIDNIGHTC_ED_20260829\CanonicalSource\Effect\Graphs\LV_LUT_MIDNIGHTC_ED.particle-graph.json\FX_MN_RPCT_07_D.particle-graph.json
FX_MN_RPCT_07_D,FX_MN_RPCT_07_D.par_d_rpct07_buff07,FX_MN_RPCT_07_D:export:1042,5,21,particlelodlevel ; particlemodulecoloroverlife ; particlemodulecolorscaleoverlife ; particlemoduleparameterdynamic ; particlemodulerequired ; particlemodulesizemultiplylife ; particlemodulespawn ; particlespriteemitter ; particlesystem,fx_m_mi_00.fx_mi.fx_d_pa_glow_01_02_ad ; fx_m_mi_00.fx_mi.fx_d_pa_master_01_097_tr ; fx_m_mi_00.fx_mi.fx_d_pa_master_01_099_tr,,bfx_low_01.explosion.par_g_explosion_02.particlemodulespawn_23 ; fx_bs_02.item.par_c_it_hero_004.particlemodulelifetime_3 ; fx_bs_02.item.par_c_it_hero_004.particlemodulesize_2 ; fx_bs_02.item.par_d_it_lucky2_003.particlemodulelifetime_25 ; fx_bs_02.item.par_d_it_lucky_001.particlemodulelocation_11 ; fx_bs_03.mark.par_d_mon_ui_005_pr_loc_int.particlemodulecolor_5 ; fx_bs_03.mark.par_d_summontarget_01_loc_int.particlemodulesize_0 ; fx_bs_04.state.par_d_gdhf_ability01_01.particlemodulelifetime_5 ; fx_bs_08.buff.par_g_buff_lostsurvival_destination_02.particlemodulesubuv_1 ; fx_cm_04.quest.par_d_quest_fishingsuccess_01.particlemodulecolorscaleoverlife_2 ; fx_esther_dbl_00.par_t_dbl_azena_s_01.particlemodulesize_301 ; fx_m_mi_00.fx_mi.fx_d_pa_glow_01_02_ad ; fx_m_mi_00.fx_mi.fx_d_pa_master_01_097_tr ; fx_m_mi_00.fx_mi.fx_d_pa_master_01_099_tr,0,,,C:\LostArkExtract\LV_LUT_MIDNIGHTC_ED_20260829\CanonicalSource\Effect\Graphs\LV_LUT_MIDNIGHTC_ED.particle-graph.json\FX_MN_RPCT_07_D.particle-graph.json
